Date,Open,High,Low,Close,Adj Close,Volume
2022-05-02,113.070000,122.290001,111.800003,121.339996,121.339996,6229400
2022-05-03,120.230003,129.399994,119.970001,123.559998,123.559998,5053200
2022-05-04,124.000000,132.809998,116.199997,130.149994,130.149994,6492800
2022-05-05,125.000000,125.639999,112.050003,114.250000,114.250000,7324400
2022-05-06,112.500000,112.500000,100.250000,103.739998,103.739998,9014600
2022-05-09,96.000000,96.430000,81.779999,83.510002,83.510002,16845400
2022-05-10,87.000000,89.379997,70.190002,72.989998,72.989998,31780000
2022-05-11,54.849998,61.279999,50.150002,53.720001,53.720001,67080200
2022-05-12,48.540001,60.299999,40.830002,58.500000,58.500000,58789000
2022-05-13,69.260002,74.250000,65.500000,67.870003,67.870003,38232300
2022-05-16,68.059998,68.080002,60.509998,61.700001,61.700001,18685900
2022-05-17,66.199997,70.500000,63.110001,70.000000,70.000000,15868000
2022-05-18,67.690002,71.809998,61.939999,63.029999,63.029999,17422700
2022-05-19,65.000000,70.989998,63.610001,67.419998,67.419998,15410100
2022-05-20,69.370003,70.739998,62.049999,66.150002,66.150002,15104400
2022-05-23,65.540001,68.650002,62.349998,66.099998,66.099998,12055700
2022-05-24,64.559998,64.559998,59.119999,61.360001,61.360001,10714900
2022-05-25,61.070000,68.500000,60.990002,67.169998,67.169998,11062000
2022-05-26,63.970001,71.169998,62.299999,69.870003,69.870003,12000200
2022-05-27,69.839996,77.180000,69.839996,75.320000,75.320000,14089600
