Date,Open,High,Low,Close,Adj Close,Volume
2022-04-13,438.029999,444.109985,437.839996,443.309998,443.309998,74070400
2022-04-14,443.549988,444.730011,437.679993,437.790009,437.790009,97869500
2022-04-18,436.809998,439.750000,435.609985,437.970001,437.970001,66002500
2022-04-19,437.859985,445.799988,437.679993,445.040009,445.040009,77821000
2022-04-20,446.920013,447.570007,443.480011,444.709991,444.709991,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,438.059998,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,426.040009,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,428.510010,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,416.100006,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,417.269989,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,427.809998,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,412.000000,145187900
2022-05-02,412.070007,415.920013,405.019989,414.480011,414.480011,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,416.380005,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,429.059998,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,413.809998,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,411.339996,151671300
2022-05-09,405.100006,406.410004,396.500000,398.170013,398.170013,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,399.089996,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,392.750000,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,392.339996,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,401.720001,104029300
2022-05-16,399.980011,403.970001,397.600006,400.089996,400.089996,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,408.320007,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,391.859985,117674500
