Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,476.299988,477.850006,473.850006,477.709991,476.230530,72668200
2022-01-04,479.220001,479.980011,475.579987,477.549988,476.071014,71178700
2022-01-05,477.160004,477.980011,468.279999,468.380005,466.929443,104538900
2022-01-06,467.890015,470.820007,465.429993,467.940002,466.490784,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,464.646515,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,464.068329,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,468.295197,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,469.561249,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,463.091339,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,463.280762,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,455.076233,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,450.350922,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,445.366425,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,436.623596,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,438.477814,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,433.124451,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,432.037842,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,429.904449,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,440.581299,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,448.516632,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,451.547241,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,455.933594,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,445.216888,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,447.310394,118454400
2022-02-07,449.510010,450.989990,445.850006,447.260010,445.874847,84472900
2022-02-08,446.730011,451.920013,445.220001,450.940002,449.543457,81012000
2022-02-09,455.220001,457.880005,455.010010,457.540009,456.123016,92589900
2022-02-10,451.339996,457.709991,447.200012,449.320007,447.928467,140103700
2022-02-11,449.410004,451.609985,438.940002,440.459991,439.095886,153214600
2022-02-14,439.920013,441.600006,435.339996,439.019989,437.660339,123006300
2022-02-15,443.730011,446.279999,443.179993,446.100006,444.718445,88482700
2022-02-16,443.929993,448.059998,441.940002,446.600006,445.216888,84863600
2022-02-17,443.220001,446.570007,436.420013,437.059998,435.706421,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,432.885193,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,428.239624,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,420.643219,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,426.973541,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,436.394287,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,435.277771,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,428.648376,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,436.533875,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,434.360596,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,430.831573,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,418.131012,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,414.960876,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,426.086304,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,424.162292,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,418.769043,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,415.708557,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,424.850159,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,434.270874,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,439.704010,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,444.519989,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,444.390015,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,449.589996,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,443.799988,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,450.489990,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,452.690002,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,455.910004,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,461.549988,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,458.700012,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,451.640015,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,452.920013,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,456.799988,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,451.029999,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,446.519989,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,448.769989,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,447.570007,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,439.920013,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,438.290009,84363600
